업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명
,,,,,닭갈비,,
,,,,,"8,000원",,
,,,,,마약볶음밥,,
,,,,,"2,000원",,
경양식,서울특별시 강남구 도곡동 411번지 4호 지하1층,02 273 2888,영업시간 정보가 없습니다.,서울특별시 강남구 논현로38길 9 (도곡동지하1층),메뉴 정보가 없습니다.,11680,제이제이(JJ)
경양식,서울특별시 강남구 도곡동 960번지 대림아파트,,매일,서울특별시 강남구 논현로41길 10 대림아파트 대림상가 2층 (도곡동 대림아파트),양파잔득들어간유니짜장,11680,리한 이디즈키친 도곡점
,,,오전 11시 - 오후 9시 30분 (연중무휴 ),,"6,000원",,
,,,,,삼선간짜장,,
,,,,,"7,000원",,
,,,,,삼선쟁반짜장,,
,,,,,"8,000원",,
경양식,서울특별시 강남구 도곡동 546번지 8호,0-2572-0570,매일,서울특별시 강남구 논현로57길 38 1층 102호 (도곡동),디너6코스메뉴(코키지프리),11680,이수부
,,,오후 6시 - 오후 9시 30분,,"120,000원",,
,,,,,디너5코스메뉴(코키지만원씩),,
,,,,,"100,000원",,
,,,,,점심단체메뉴(8인까지),,
,,,,,"300,000원",,
경양식,서울특별시 강남구 역삼동 798번지 25호,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로63길 15 지상2층 (역삼동),메뉴 정보가 없습니다.,11680,고메스테이크 역삼점
경양식,서울특별시 강남구 역삼동 798번지 25호,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로63길 15 지상2층 주방3호 (역삼동),메뉴 정보가 없습니다.,11680,고메키친 신논현점
경양식,서울특별시 강남구 역삼동 798번지 25호,,매일,서울특별시 강남구 논현로63길 15 지상2층 주방3호 (역삼동),양파잔득들어간유니짜장,11680,고메키친 도곡점
,,,오전 11시 - 오후 9시 30분 (연중무휴 ),,"6,000원",,
,,,,,삼선간짜장,,
,,,,,"7,000원",,
,,,,,삼선쟁반짜장,,
,,,,,"8,000원",,
경양식,서울특별시 강남구 역삼동 796번지 29호 역삼종합시장 더블루,070 77821313,휴무일,서울특별시 강남구 논현로63길 16 1층 122호123호 (역삼동 역삼종합시장 더블루),안심스테이크,11680,바이투헤븐(BITE 2 HEAVEN)
,,,매주 수요일,,"39,500원",,
,,,,,등심스테이크,,
,,,,,"39,500원",,
,,,,,햄버거스테이크,,
,,,,,"15,000원",,
경양식,서울특별시 강남구 역삼동 798번지 26호 지상1층,,매일,서울특별시 강남구 논현로63길 17 (역삼동지상1층),후라이드치킨,11680,화통치킨
,,,오후 3시 - 오전 1시 (연중무휴),,"11,900원",,
,,,,,카레치킨,,
,,,,,"12,900원",,
,,,,,파닭,,
,,,,,"14,900원",,
경양식,서울특별시 강남구 역삼동 799번지 18호 은혜빌딩 지하102호,,매일,서울특별시 강남구 논현로63길 25 (역삼동은혜빌딩 지하102호),메뉴 정보가 없습니다.,11680,발리
,,,오후 3시 30분 - 자정 12시,,,,
경양식,서울특별시 강남구 역삼동 840번지 2호,,월-금,서울특별시 강남구 논현로63길 69 지상1층 (역삼동),에피타이저류,11680,비놀릭
,,,오전 11시 - 자정 12시,,"12,000원",,
,,,금요일,,"파스타,필라프류",,
,,,오전 11시 - 오전 2시,,"17,000원",,
,,,,,디쉬류(카수엘라 등),,
,,,,,"18,000원",,
경양식,서울특별시 강남구 역삼동 781번지 41호 지상1층102호,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로66길 9 (역삼동지상1층102호),메뉴 정보가 없습니다.,11680,커피스팟
경양식,서울특별시 강남구 역삼동 834번지 26호 지하1층,02 5549602,매일,서울특별시 강남구 논현로67길 66 (역삼동지하1층),소주 & 맥주,11680,볼륨
,,,24시간 영업 (연중무휴),,"5,000원",,
경양식,서울특별시 강남구 역삼동 776번지 18호 지상1층104호,,아메리카노,서울특별시 강남구 논현로68길 4 (역삼동지상1층104호),메뉴 정보가 없습니다.,11680,코페아
,,,"1,500원",,,,
,,,카페라떼,,,,
,,,"2,500원",,,,
,,,바닐라라떼,,,,
,,,"2,700원",,,,
경양식,서울특별시 강남구 개포동 1171번지,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로6길 18 1층 102호 (개포동),메뉴 정보가 없습니다.,11680,세라핌모아 커피랩
경양식,서울특별시 강남구 개포동 1171번지,031 718 0503,매일,서울특별시 강남구 논현로6길 18 1층 1호 (개포동),식사메뉴,11680,러빙헛 스마일
,,,정오 12시 - 오후 8시 (라스트 오더 7시),,도시락메뉴,,
,,,"월,일",,,,
,,,"자정 12시 - 자정 12시 30분 (1,3,5주차 일요일 휴무)",,,,
경양식,서울특별시 강남구 역삼동 791번지 5호 1층,0-538-9206,영업시간 정보가 없습니다.,서울특별시 강남구 논현로71길 11 (역삼동1층),메뉴 정보가 없습니다.,11680,유미
경양식,서울특별시 강남구 역삼동 790번지 17호 지하1층,0-2561-2024,영업시간 정보가 없습니다.,서울특별시 강남구 논현로71길 18 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,휠
경양식,서울특별시 강남구 역삼동 797번지 1호,02 5385574,월-목,서울특별시 강남구 논현로71길 5 (역삼동),아메리카노(hot),11680,시카고
,,,오전 8시 - 오후 11시,,"3,800원",,
,,,금요일,,,,
,,,오전 8시 - 오후 6시,,,,
경양식,서울특별시 강남구 역삼동 775번지 1호,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로72길 14 지하1층 (역삼동),메뉴 정보가 없습니다.,11680,라벤더
경양식,서울특별시 강남구 역삼동 775번지 4호 지상1층,,"월-금,토",서울특별시 강남구 논현로72길 20 (역삼동지상1층),감자국,11680,방아다리
,,,오전 10시 30분 - 오후 4시 30분 (명절 휴무),,"7,000원",,
,,,휴무일,,,,
,,,매주 일요일,,,,
경양식,서울특별시 강남구 역삼동 734번지 2호,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로74길 5 1층 101호 (역삼동 남경빌딩),메뉴 정보가 없습니다.,11680,그릴가이즈
경양식,서울특별시 강남구 역삼동 746번지 22호 (지하1층),02 561 1297,영업시간 정보가 없습니다.,서울특별시 강남구 논현로75길 4 (역삼동(지하1층)),메뉴 정보가 없습니다.,11680,실화
경양식,서울특별시 강남구 역삼동 742번지 16호 1층,,매일,서울특별시 강남구 논현로79길 55 (역삼동1층),유기농 커피,11680,레이지수
,,,정오 12시 - 오후 9시 (월요일 명절휴무),,"5,000원",,
경양식,서울특별시 강남구 역삼동 738번지 32호 지하1층,,매일,서울특별시 강남구 논현로79길 6 (역삼동지하1층),활어회,11680,자연주의
,,,오전 11시 30분 - 자정 12시,,,,
,,,일요일,,,,
,,,오후 4시 30분 - 자정 12시,,,,
경양식,서울특별시 강남구 역삼동 742번지 21호 지상1층,,"월,수,목,금,토/일",서울특별시 강남구 논현로79길 61 (역삼동지상1층),americano,11680,오디
,,,오전 11시 - 오후 9시 (매주 화요일 휴무),,"4,000원",,
,,,,,latte,,
,,,,,"4,500원",,
,,,,,odd soda,,
,,,,,"6,500원",,
경양식,서울특별시 강남구 역삼동 742번지 21호 지상1층,,매일,서울특별시 강남구 논현로79길 61 (역삼동지상1층),한라봉양갱,11680,Cafe'몽(카페몽)
,,,오전 10시 - 오후 6시,,"6,000원",,
,,,,,한라봉푸딩젤,,
,,,,,"6,000원",,
,,,,,한라봉차,,
,,,,,"6,000원",,
경양식,서울특별시 강남구 역삼동 742번지 21호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로79길 61 (역삼동지상1층),메뉴 정보가 없습니다.,11680,더블유더블유
경양식,서울특별시 강남구 역삼동 828번지 52호,02 533 5563,매일,서울특별시 강남구 논현로79길 62 지하1층 2호 (역삼동),맥주,11680,에르메스
,,,오후 7시 - 오전 2시,,"8,000원",,
경양식,서울특별시 강남구 역삼동 745번지 3호,02 5667237,월-금,서울특별시 강남구 논현로79길 7 (역삼동),커피,11680,타미하우스
,,,오전 8시 - 오후 8시,,"1,500원",,
,,,토/일,,생과일쥬스,,
,,,오전 9시 - 오후 3시,,3000~3500,,
,,,,,샌드위치,,
,,,,,3500~5500,,
경양식,서울특별시 강남구 역삼동 745번지 3호 지상1층 1-1호,02 5685978,"월-금,토",서울특별시 강남구 논현로79길 7 (역삼동지상1층 1-1호),평양만두국,11680,임가네민속집
,,,오전 11시 - 오후 10시,,"6,000원",,
,,,토요일,,뚝배기 닭볶음,,
,,,오전 11시 - 오후 4시,,"6,500원",,
,,,,,떡만두국,,
,,,,,"6,000원",,
경양식,서울특별시 강남구 역삼동 829번지 2호,0--2,영업시간 정보가 없습니다.,서울특별시 강남구 논현로79길 73 (역삼동),메뉴 정보가 없습니다.,11680,휘가로
경양식,서울특별시 강남구 역삼동 726번지 9호 거평빌딩지상1층102호,,매일,서울특별시 강남구 논현로80길 9 (역삼동거평빌딩지상1층102호),쌀국수,11680,안
,,,정오 12시 - 오후 10시,,11000~12000,,
,,,쉬는시간 매일,,베트남라이스,,
,,,오후 3시 - 오후 5시,,"13,000원",,
,,,,,파파야샐러드,,
,,,,,"12,000원",,
경양식,서울특별시 강남구 역삼동 739번지 1호 2층,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로85길 11 (역삼동2층),메뉴 정보가 없습니다.,11680,화린
경양식,서울특별시 강남구 역삼동 739번지 1호 2층,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로85길 11 (역삼동2층),메뉴 정보가 없습니다.,11680,진궁 역삼점
경양식,서울특별시 강남구 역삼동 739번지 0호 근영빌딩 지상5층,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로85길 13 지상5층 (역삼동 근영빌딩),메뉴 정보가 없습니다.,11680,비(B)
경양식,서울특별시 강남구 역삼동 739번지 3호 지상4층,,매일,서울특별시 강남구 논현로85길 21 (역삼동지상4층),에스프레소/콘파냐,11680,레드카펫
,,,오전 10시 - 오후 11시,,"3,000원",,
,,,,,아메리카노,,
,,,,,"3,800원",,
,,,,,카페라떼,,
,,,,,"4,300원",,
경양식,서울특별시 강남구 역삼동 739번지 8호 지하1층,,매일,서울특별시 강남구 논현로85길 29 지하1층 (역삼동 썬프라자),무한리필 14세이상,11680,듀티프리(duty free)
,,,오전 11시 - 오후 9시,,"8,500원",,
,,,,,무한리필 8세~13세,,
,,,,,"7,000원",,
,,,,,무한리필 4세~7세,,
,,,,,"3,000원",,
경양식,서울특별시 강남구 역삼동 739번지 8호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로85길 29 지하1층 (역삼동 썬프라자),메뉴 정보가 없습니다.,11680,팬텀7398
경양식,서울특별시 강남구 역삼동 741번지 11호,02-0566-3307,매일,서울특별시 강남구 논현로85길 47 (역삼동),곱창모듬구이,11680,곱창고
,,,정오 12시 - 오전 4시,,"12,900원",,
,,,,,특양모듬구이,,
,,,,,"13,900원",,
,,,,,한우곱창구이,,
,,,,,"15,900원",,
경양식,서울특별시 강남구 역삼동 741번지 11호 2층,02-3288-4288,월-금,서울특별시 강남구 논현로85길 47 2층 (역삼동),와인세트메뉴,11680,바플러스와인코드
,,,"오후 6시 - 오전 1시 (일요일, 공휴일휴무)",,"69,000원",,
,,,토요일,,파스타(Alio e Olio),,
,,,오후 6시 - 자정 12시 (단체예약으로만 운영됩니다),,Iberico Bellota 스테이크코스,,
,,,,,"55,000원",,
경양식,서울특별시 강남구 역삼동 738번지 17호,,"월-금,토",서울특별시 강남구 논현로85길 5-13 지상1층 101호 (역삼동),타코야끼,11680,김타코(KIM'S TACO)
,,,오후 1시 - 오후 10시,,"3,000원",,
,,,휴무일,,,,
,,,매주 일요일,,,,
경양식,서울특별시 강남구 역삼동 738번지 17호,,매일,서울특별시 강남구 논현로85길 5-13 지상1층 101호 (역삼동),생연어(대),11680,주식회사 김스타코
,,,"오후 2시 - 자정 12시 (1,3주 화요일 정기휴무)",,"40,000원",,
,,,,,생연어(중),,
,,,,,"30,000원",,
,,,,,광어회(대),,
,,,,,"40,000원",,
경양식,서울특별시 강남구 역삼동 738번지 17호 지하1층,,매일,서울특별시 강남구 논현로85길 5-13 지하1층 (역삼동),제주생오겹살 150g,11680,연가
,,,오전 11시 - 오전 3시,,"12,900원",,
,,,,,연가생삼겹살 150g,,
,,,,,"9,900원",,
,,,,,칼집삼겹살 150g,,
,,,,,"8,900원",,
경양식,서울특별시 강남구 역삼동 735번지 17호 역삼 푸르지오 시티,02 45120210,월-금,서울특별시 강남구 논현로85길 52 역삼 푸르지오 시티 지상1층 102호 (역삼동),ALL,11680,바나프레소 역삼시티점
,,,오전 7시 - 오후 9시,,,,
,,,토/일,,,,
,,,오전 10시 - 오후 6시,,,,
경양식,서울특별시 강남구 역삼동 735번지 17호 역삼 푸르지오 시티,02 558 3469,매일,서울특별시 강남구 논현로85길 52 역삼 푸르지오 시티 지하1층 B103-3호 (역삼동),스윗 칠리 스테이크,11680,뉴욕스테이크
,,,오전 11시 30분 - 오후 10시 ( 연중무휴(명절연휴오픈)),,"19,000원",,
,,,쉬는시간 매일,,허브 갈릭 스테이크,,
,,,오후 3시 - 오후 5시 30분 ( 연중무휴(명절연휴오픈)),,"19,000원",,
,,,,,뉴욕 스트립 엔 에그 스테이크,,
,,,,,"22,000원",,
경양식,서울특별시 강남구 역삼동 738번지 10호 청도 빌딩,02 545 7447,"월-금,토",서울특별시 강남구 논현로85길 5-3 청도 빌딩 지하1층 (역삼동),아메리카노,11680,달빛
,,,오후 2시 - 자정 12시,,"3,000원",,
,,,,,맥주,,
,,,,,"4,000원",,
경양식,서울특별시 강남구 역삼동 738번지 4호,02 568 7355,영업시간 정보가 없습니다.,서울특별시 강남구 논현로85길 5-6 12층 (역삼동),메뉴 정보가 없습니다.,11680,디스팅트(DISTINCT)
경양식,서울특별시 강남구 역삼동 736번지 38호,,월-금,서울특별시 강남구 논현로87길 19 지하1층 (역삼동),레드와인(750ml),11680,심퍼티쿠시×라스트피스
,,,오후 6시 - 오후 11시 30분 (임시 단축영업),,"39,000원",,
,,,금요일,,화이트와인(750ml),,
,,,오후 6시 - 오전 1시,,"39,000원",,
,,,,,수비드 삼겹살 스테이크,,
,,,,,"21,000원",,
경양식,서울특별시 강남구 역삼동 736번지 38호,,월-금,서울특별시 강남구 논현로87길 19 지하1층 (역삼동),레드/화이트와인 750ml(심퍼티쿠시),11680,심퍼티쿠시 역삼점
,,,오후 5시 - 오후 11시 30분 (임시 단축영업),,"39,000원",,
,,,토/일,,수비드 삼겹 스테이크(심퍼티쿠시),,
,,,오후 5시 - 자정 12시,,"21,000원",,
,,,,,닭다리살 룰라드 파스타(심퍼티쿠시),,
,,,,,"18,000원",,
경양식,서울특별시 강남구 개포동 1186번지 2호 지상1층,0-577-0229,영업시간 정보가 없습니다.,서울특별시 강남구 논현로8길 32 (개포동지상1층),메뉴 정보가 없습니다.,11680,리츠
경양식,서울특별시 강남구 개포동 1186번지 2호 지상1층,,매일,서울특별시 강남구 논현로8길 32 (개포동지상1층),민트 코스 (런치),11680,도원
,,,오전 11시 - 오후 10시 (L.O 21:00),,"40,000원",,
,,,,,라벤더 코스,,
,,,,,"59,000원",,
,,,,,유동구,,
,,,,,"40,000원",,
경양식,서울특별시 강남구 개포동 1190번지,,김치찌개 정식,서울특별시 강남구 논현로8길 8 지상1층 2호 (개포동),메뉴 정보가 없습니다.,11680,명소식당
,,,"9,000원",,,,
,,,된장찌개 정식,,,,
,,,"9,000원",,,,
,,,동태찌개 정식,,,,
,,,"9,000원",,,,
경양식,서울특별시 강남구 역삼동 642번지 5호 지하1층,02 5397456,커피,서울특별시 강남구 논현로93길 3 (역삼동지하1층),메뉴 정보가 없습니다.,11680,서향
,,,계절과일요거트,,,,
경양식,서울특별시 강남구 역삼동 641번지 14호,,영업시간 정보가 없습니다.,서울특별시 강남구 논현로93길 6 1층 (역삼동),메뉴 정보가 없습니다.,11680,뮬리
경양식,서울특별시 강남구 역삼동 669번지 16호,02 5579198,"월-금,토",서울특별시 강남구 논현로94길 11 (역삼동),숙성목살170g,11680,삼곱식당 역삼역점
,,,오전 11시 30분 - 오전 5시,,"14,000원",,
,,,토요일,,숙성삼겹살170g,,
,,,오후 2시 - 오전 5시,,"14,000원",,
,,,,,모듬곱창200g,,
