업태명	소재지지번	소재지전화번호	영업일	소재지도로명	메뉴	시군구코드	업소명
경양식	서울특별시 강남구 삼성동 143번지 34호 1층	02 5085225	매일	서울특별시 강남구 삼성로91길 38 (삼성동1층)	양념갈비	11680	갈맛집
			오후 4시 - 오후 11시		"9,000원"		
					목갈비		
					"9,000원"		
					생갈비		
경양식	서울특별시 강남구 삼성동 144번지 천해빌딩		매일	서울특별시 강남구 삼성로95길 15 지상2층 (삼성동)	자연산모듬회(대)	11680	묵호등대
			오전 10시 30분 - 오후 10시 30분		"200,000원"		
					"스페셜모듬회(전복치,돌삼치,돌도다리등 고급어종)"		
					"270,000원"		
					자연산모듬회(소)		
					"110,000원"		
경양식	서울특별시 강남구 삼성동 144번지 천해빌딩		매일	서울특별시 강남구 삼성로95길 15 지상2층 (삼성동)	자연산모듬회(대)	11680	강남묵호등대
			오전 10시 30분 - 오후 10시 30분		"200,000원"		
					"스페셜모듬회(전복치,돌삼치,돌도다리등 고급어종)"		
					"270,000원"		
					자연산모듬회(소)		
					"110,000원"		
경양식	서울특별시 강남구 삼성동 143번지 7호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로95길 23 (삼성동지하1층)	메뉴 정보가 없습니다.	11680	느낌표
경양식	서울특별시 강남구 삼성동 143번지 7호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로95길 23 (삼성동지하1층)	메뉴 정보가 없습니다.	11680	까르페디엠
경양식	서울특별시 강남구 삼성동 143번지 7호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로95길 23 (삼성동지하1층)	메뉴 정보가 없습니다.	11680	리플
경양식	서울특별시 강남구 삼성동 130번지 9호		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로95길 24 지하1층 (삼성동)	메뉴 정보가 없습니다.	11680	모던호
경양식	서울특별시 강남구 삼성동 157번지 11호 지하1층	02 563 6636	월-금	서울특별시 강남구 삼성로96길 12 지하1층 (삼성동)	"피자, 파스타, 스테이크"	11680	VIVACE(비바체)
			오전 10시 30분 - 오후 10시 30분				
			금요일				
			오전 10시 30분 - 자정 12시				
경양식	서울특별시 강남구 삼성동 155번지 12호		매일	서울특별시 강남구 삼성로96길 13 (삼성동)	와인생삼겹살	11680	돈꼬레
			오전 10시 - 오전 2시 (12시까지 입장가능)		"14,000원"		
					김치칼국수		
					"7,000원"		
					와인 칠레삼겹살		
					"11,000원"		
경양식	서울특별시 강남구 삼성동 157번지 12호 중아빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 삼성로96길 14 중아빌딩 지하1층 (삼성동)	메뉴 정보가 없습니다.	11680	캐슬
경양식	서울특별시 강남구 삼성동 155번지 13호 지상2층		월-금	서울특별시 강남구 삼성로96길 15 (삼성동지상2층)	살치살	11680	고메램
			오전 11시 30분 - 오후 10시 30분		"25,000원"		
			토/일		알등심		
			오전 11시 30분 - 오후 10시		"25,000원"		
					생양갈비		
					"28,000원"		
경양식	서울특별시 강남구 삼성동 157번지 8호 LG트윈텔 지상1층 102호	02-3452-1830	매일	서울특별시 강남구 삼성로96길 6 지상1층 102호 (삼성동 LG트윈텔)	통 삼겹살	11680	명우돈가
			오전 11시 - 자정 12시		"15,000원"		
					통 목살		
					"15,000원"		
					흑돼지 오겹살		
					"18,000원"		
경양식	서울특별시 강남구 삼성동 155번지 10호 지상1층	02 558 7078	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로96길 9 지상1층 (삼성동)	메뉴 정보가 없습니다.	11680	아리스타커피
경양식	서울특별시 강남구 삼성동 155번지 10호 지상1층	02 558 7078	영업시간 정보가 없습니다.	서울특별시 강남구 삼성로96길 9 지상1층 (삼성동)	메뉴 정보가 없습니다.	11680	아리스타커피 삼성2호점
경양식	서울특별시 강남구 대치동 936번지 31호	02 562 0337	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 310 (대치동)	메뉴 정보가 없습니다.	11680	전가
경양식	서울특별시 강남구 대치동 936번지 31호	02-0554-1461	매일	서울특별시 강남구 선릉로 310 1층 106115호 (대치동)	홍칼족발 (중)	11680	홍대칼국수와 족발
			오후 1시 - 오후 11시 30분 (일요일~목요일)		"33,000원"		
					홍칼보쌈 (중)		
					"33,000원"		
					불족발 (중)		
					"28,000원"		
경양식	서울특별시 강남구 대치동 936번지 31호	02-0554-1461	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 310 1층 106115호 (대치동)	메뉴 정보가 없습니다.	11680	주교리3구
경양식	서울특별시 강남구 대치동 908번지 지하1층	0-555-8935	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 344 (대치동지하1층)	메뉴 정보가 없습니다.	11680	타임
경양식	서울특별시 강남구 대치동 908번지 지하1층	0-555-8935	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 344 (대치동지하1층)	메뉴 정보가 없습니다.	11680	노리터
경양식	서울특별시 강남구 대치동 898번지 11호 지상1층		매일	서울특별시 강남구 선릉로 410 (대치동지상1층)	크림빠네	11680	코벤트가든
			오전 11시 30분 - 오후 10시 30분 (명절 당일 휴무)		"13,900원"		
					새우날치알스파게티		
					"12,900원"		
					고르곤졸라피자		
					"14,400원"		
경양식	서울특별시 강남구 대치동 897번지 3호 지상1층9호		"월-금,토"	서울특별시 강남구 선릉로 420 (대치동지상1층9호)	멸치국수 보통	11680	구포국수
			오전 11시 - 오전 1시 30분		"5,000원"		
			휴무일		멸치국수 특		
			매주 일요일		"6,000원"		
					비빔국수 보통		
					"6,000원"		
경양식	서울특별시 강남구 대치동 897번지 3호 지상1층9호		매일	서울특별시 강남구 선릉로 420 (대치동지상1층9호)	국제선지국	11680	국제시장해장국
			24시간 영업		"9,000원"		
					얼큰내장선지국		
					"12,000원"		
					부산돼지국밥		
					"8,000원"		
경양식	서울특별시 강남구 대치동 889번지 45호 지상2층	02 5014682	매일	서울특별시 강남구 선릉로 426 (대치동지상2층)	김치찌개	11680	스패뉴선릉점
			오전 11시 30분 - 오후 11시 (매주 토/일요일 휴무 라스트오더 22:00)		"8,000원"		
					즉석차돌 떡볶이(2인 기준)		
					"12,000원"		
					냉동삼겹살		
					"12,000원"		
경양식	서울특별시 강남구 대치동 889번지 41호	02 521 8238	매일	서울특별시 강남구 선릉로 428 지상19층 (대치동)	김치찌개	11680	더블유더블유 선릉삼호점 19층
			오전 11시 30분 - 오후 11시 (매주 토/일요일 휴무 라스트오더 22:00)		"8,000원"		
					즉석차돌 떡볶이(2인 기준)		
					"12,000원"		
					냉동삼겹살		
					"12,000원"		
경양식	서울특별시 강남구 대치동 889번지 41호		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 428 지상1층 (대치동)	메뉴 정보가 없습니다.	11680	몰입공간
경양식	서울특별시 강남구 대치동 889번지 41호	02 521 8238	매일	서울특별시 강남구 선릉로 428 지상2층 (대치동)	김치찌개	11680	더블유더블유 선릉삼호점 2층
			오전 11시 30분 - 오후 11시 (매주 토/일요일 휴무 라스트오더 22:00)		"8,000원"		
					즉석차돌 떡볶이(2인 기준)		
					"12,000원"		
					냉동삼겹살		
					"12,000원"		
경양식	서울특별시 강남구 역삼동 708번지 36호	02 539 8854	매일	서울특별시 강남구 선릉로 429 지상3층 (역삼동)	김치찌개	11680	미스터차우 선릉점
			오전 11시 30분 - 오후 11시 (매주 토/일요일 휴무 라스트오더 22:00)		"8,000원"		
					즉석차돌 떡볶이(2인 기준)		
					"12,000원"		
					냉동삼겹살		
					"12,000원"		
경양식	서울특별시 강남구 역삼동 708번지 26호 지상1층110호		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 431 (역삼동지상1층110호)	메뉴 정보가 없습니다.	11680	포레스트
경양식	서울특별시 강남구 역삼동 708번지 7호	02 5643306	매일	서울특별시 강남구 선릉로 435 (역삼동)	씨푸드아일랜드R_골드	11680	미스터피자선릉점
			오전 11시 - 오후 10시 (배달영업시간 10시~01시)		"29,500원"		
					하프앤하프R_골드		
					"27,900원"		
					쉬림프골드R_골드		
					"27,900원"		
경양식	서울특별시 강남구 역삼동 705번지 24호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 515 지하1층 (역삼동)	메뉴 정보가 없습니다.	11680	캔들
경양식	서울특별시 강남구 역삼동 696번지 43호 지하1층		매일	서울특별시 강남구 선릉로 517 (역삼동지하1층)	오늘의 사시미	11680	이자카야나무(선릉점)
			오후 4시 - 오전 5시		"39,000원"		
					해물떡볶이		
					"19,500원"		
					메로소금구이		
					"23,500원"		
경양식	서울특별시 강남구 역삼동 696번지 40호 지하1층	02 555 1773	매일	서울특별시 강남구 선릉로 519 (역삼동지하1층)	산낙지복음	11680	능구포차
			오전 11시 30분 - 오전 2시		"25,000원"		
경양식	서울특별시 강남구 역삼동 696번지 40호 지하1층	02 555 1773	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 519 (역삼동지하1층)	메뉴 정보가 없습니다.	11680	감자보리밥
경양식	서울특별시 강남구 삼성동 140번지 22호	02 5585431	아메리카노	서울특별시 강남구 선릉로 520 (삼성동)	메뉴 정보가 없습니다.	11680	베티
			"3,000원"				
			바닐라라떼				
			"4,000원"				
			쉐이크				
			"5,500원"				
경양식	서울특별시 강남구 삼성동 140번지 3호 지하1층지하2층	0-2189-3700	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 524 (삼성동지하1층지하2층)	메뉴 정보가 없습니다.	11680	스타라이브러리
경양식	서울특별시 강남구 삼성동 112번지 21호		"월-금,토"	서울특별시 강남구 선릉로 574 1층 (삼성동)	현미바사삭치킨	11680	바른치킨 선정릉역점
			오후 4시 - 오전 2시		"15,900원"		
			휴무일		반반치킨(양념)		
			매주 일요일		"17,900원"		
					통곡물 간장치킨		
					"18,900원"		
경양식	서울특별시 강남구 역삼동 682번지 20호 (지하1층)	02 5586820	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 577 (역삼동(지하1층))	메뉴 정보가 없습니다.	11680	윈저
경양식	서울특별시 강남구 역삼동 682번지 20호 1층(2000.7.4.6층이전)	02 5685400	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 577 (역삼동1층(2000.7.4.6층이전))	메뉴 정보가 없습니다.	11680	윈저
경양식	서울특별시 강남구 논현동 278번지 7호 지상2층	0-549-1897	매일	서울특별시 강남구 선릉로 603 (논현동지상2층)	나시고랭	11680	반포식스 선정릉역점
			오전 11시 - 오후 10시 (연중무휴)		"11,500원"		
					타이 칠리 누들		
					"11,500원"		
					해산물 쌀국수		
					9000~11000		
경양식	서울특별시 강남구 삼성동 35번지 11호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 608 (삼성동지하1층)	메뉴 정보가 없습니다.	11680	켈리스커피
경양식	서울특별시 강남구 논현동 268번지 4호 지상2층		매일	서울특별시 강남구 선릉로 619 지상2층 (논현동)	오룡해삼	11680	청담하늘소
			오전 11시 - 오후 10시		"80,000원"		
					황태짬뽕		
					"10,000원"		
					삼선짬뽕		
					"10,000원"		
경양식	서울특별시 강남구 논현동 242번지 53호 지하1층	02 5148932	매일	서울특별시 강남구 선릉로 659 (논현동지하1층)	런치세트	11680	봄
			오전 11시 30분 - 오후 10시 30분 (매주 수요일 휴무 / 2-5시 브레이크타임입니다)		"9,900원"		
					특선12P		
					"16,000원"		
					스페셜14P		
					"25,000원"		
경양식	서울특별시 강남구 삼성동 8번지 2호	02 5453220	매일	서울특별시 강남구 선릉로 660 (삼성동)	아메리카노	11680	그린하우스
			오전 10시 - 오후 11시		"3,500원"		
			매일		카페라떼		
			"오전 10시 - 자정 12시 (하절기(6,7,8월))"		"4,000원"		
경양식	서울특별시 강남구 삼성동 8번지 2호	02 511 6362	매일	서울특별시 강남구 선릉로 660 103호 (삼성동)	등심돈까스	11680	브라운 돈까스
			오전 11시 - 오후 9시		"8,500원"		
					안심돈까스		
					"9,000원"		
					정식돈까스		
					"10,000원"		
경양식	서울특별시 강남구 삼성동 8번지 2호 브라운스톤 레전드		매일	서울특별시 강남구 선릉로 660 1층 F104호 (삼성동 브라운스톤 레전드)	아메리카노	11680	더플랫(The Flat)
			오전 10시 - 오후 10시		"4,300원"		
					"카페라떼,플랫화이트,카푸치노"		
					"4,800원"		
					수제 바닐라라떼		
					"5,300원"		
경양식	서울특별시 강남구 논현동 242번지 32호	02 69669485	영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 663 지상1층 (논현동 영창빌딩)	메뉴 정보가 없습니다.	11680	(주)캘리스코 사보텐 강남구청점
경양식	서울특별시 강남구 논현동 119번지 2호 지상13~14층	02 549 4489	월-금	서울특별시 강남구 선릉로 703 (논현동지상13~14층)	조각케익	11680	더 헤븐
			오전 8시 30분 - 오후 9시 30분		"5,500원"		
			토요일		커피		
			오전 9시 30분 - 오후 10시		"2,800원"		
					수제쿠키		
					"6,000원"		
경양식	서울특별시 강남구 논현동 119번지 2호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 선릉로 703 (논현동지하1층)	메뉴 정보가 없습니다.	11680	티아라
경양식	서울특별시 강남구 청담동 40번지 32호 지상2층	02 548 0505	매일	서울특별시 강남구 선릉로 708 (청담동지상2층)	오룡해삼	11680	청담발견
			오전 11시 - 오후 10시		"80,000원"		
					황태짬뽕		
					"10,000원"		
					삼선짬뽕		
					"10,000원"		
경양식	서울특별시 강남구 청담동 40번지 32호 지상2층	02 548 0505	월-금	서울특별시 강남구 선릉로 708 (청담동지상2층)	하우스 샐러드&데일리 스프	11680	청담 오후
